"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 12:35:34 GMT 2024","Fri Nov 08 12:35:35 GMT 2024","1637","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Fri Nov 08 12:35:24 GMT 2024","Fri Nov 08 12:35:26 GMT 2024","2475","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Fri Nov 08 12:35:27 GMT 2024","Fri Nov 08 12:35:28 GMT 2024","543","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Fri Nov 08 12:35:28 GMT 2024","Fri Nov 08 12:35:29 GMT 2024","595","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Fri Nov 08 12:35:35 GMT 2024","Fri Nov 08 12:35:36 GMT 2024","535","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Fri Nov 08 12:35:26 GMT 2024","Fri Nov 08 12:35:27 GMT 2024","571","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Fri Nov 08 12:35:36 GMT 2024","Fri Nov 08 12:35:36 GMT 2024","550","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Fri Nov 08 12:35:29 GMT 2024","Fri Nov 08 12:35:29 GMT 2024","543","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"failed","Fri Nov 08 12:35:29 GMT 2024","Fri Nov 08 12:35:32 GMT 2024","2205","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Fri Nov 08 12:35:32 GMT 2024","Fri Nov 08 12:35:34 GMT 2024","2067","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Fri Nov 08 12:35:28 GMT 2024","Fri Nov 08 12:35:28 GMT 2024","617","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
