"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 09:19:05 GMT 2024","Thu Nov 07 09:19:07 GMT 2024","1762","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Thu Nov 07 09:19:00 GMT 2024","Thu Nov 07 09:19:01 GMT 2024","709","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Thu Nov 07 09:19:03 GMT 2024","Thu Nov 07 09:19:03 GMT 2024","715","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Thu Nov 07 09:19:01 GMT 2024","Thu Nov 07 09:19:02 GMT 2024","789","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Thu Nov 07 09:18:57 GMT 2024","Thu Nov 07 09:19:00 GMT 2024","2780","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Nov 07 09:19:00 GMT 2024","Thu Nov 07 09:19:00 GMT 2024","721","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Thu Nov 07 09:19:08 GMT 2024","Thu Nov 07 09:19:09 GMT 2024","695","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"failed","Thu Nov 07 09:19:03 GMT 2024","Thu Nov 07 09:19:05 GMT 2024","1949","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Thu Nov 07 09:19:09 GMT 2024","Thu Nov 07 09:19:09 GMT 2024","706","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Thu Nov 07 09:19:07 GMT 2024","Thu Nov 07 09:19:08 GMT 2024","887","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Thu Nov 07 09:19:02 GMT 2024","Thu Nov 07 09:19:03 GMT 2024","733","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
