"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 05 15:59:53 GMT 2024","Tue Nov 05 15:59:54 GMT 2024","949","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Tue Nov 05 15:59:54 GMT 2024","Tue Nov 05 15:59:54 GMT 2024","662","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Tue Nov 05 15:59:44 GMT 2024","Tue Nov 05 15:59:45 GMT 2024","757","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Tue Nov 05 15:59:40 GMT 2024","Tue Nov 05 15:59:42 GMT 2024","2614","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Tue Nov 05 15:59:46 GMT 2024","Tue Nov 05 15:59:48 GMT 2024","2397","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Tue Nov 05 15:59:48 GMT 2024","Tue Nov 05 15:59:53 GMT 2024","4218","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"passed","Tue Nov 05 15:59:45 GMT 2024","Tue Nov 05 15:59:46 GMT 2024","654","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Tue Nov 05 15:59:45 GMT 2024","Tue Nov 05 15:59:45 GMT 2024","700","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Tue Nov 05 15:59:43 GMT 2024","Tue Nov 05 15:59:44 GMT 2024","666","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Tue Nov 05 15:59:54 GMT 2024","Tue Nov 05 15:59:55 GMT 2024","664","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Tue Nov 05 15:59:43 GMT 2024","Tue Nov 05 15:59:43 GMT 2024","685","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
