"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Nov 08 01:21:50 GMT 2024","Fri Nov 08 01:21:53 GMT 2024","2621","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Fri Nov 08 01:21:55 GMT 2024","Fri Nov 08 01:21:55 GMT 2024","589","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Fri Nov 08 01:21:53 GMT 2024","Fri Nov 08 01:21:54 GMT 2024","613","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"passed","Fri Nov 08 01:21:54 GMT 2024","Fri Nov 08 01:21:54 GMT 2024","536","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"failed","Fri Nov 08 01:21:56 GMT 2024","Fri Nov 08 01:21:58 GMT 2024","2223","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Fri Nov 08 01:22:04 GMT 2024","Fri Nov 08 01:22:05 GMT 2024","542","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Fri Nov 08 01:21:54 GMT 2024","Fri Nov 08 01:21:55 GMT 2024","604","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Fri Nov 08 01:21:55 GMT 2024","Fri Nov 08 01:21:56 GMT 2024","552","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Fri Nov 08 01:22:05 GMT 2024","Fri Nov 08 01:22:05 GMT 2024","546","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Fri Nov 08 01:22:03 GMT 2024","Fri Nov 08 01:22:04 GMT 2024","775","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Fri Nov 08 01:21:58 GMT 2024","Fri Nov 08 01:22:03 GMT 2024","5085","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
