"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Nov 07 12:35:19 GMT 2024","Thu Nov 07 12:35:20 GMT 2024","1000","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"passed","Thu Nov 07 12:35:11 GMT 2024","Thu Nov 07 12:35:11 GMT 2024","691","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Thu Nov 07 12:35:13 GMT 2024","Thu Nov 07 12:35:14 GMT 2024","717","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Thu Nov 07 12:35:11 GMT 2024","Thu Nov 07 12:35:12 GMT 2024","798","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"passed","Thu Nov 07 12:35:12 GMT 2024","Thu Nov 07 12:35:13 GMT 2024","768","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"passed","Thu Nov 07 12:35:21 GMT 2024","Thu Nov 07 12:35:21 GMT 2024","722","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"passed","Thu Nov 07 12:35:07 GMT 2024","Thu Nov 07 12:35:10 GMT 2024","2654","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"passed","Thu Nov 07 12:35:16 GMT 2024","Thu Nov 07 12:35:19 GMT 2024","3100","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"failed","Thu Nov 07 12:35:14 GMT 2024","Thu Nov 07 12:35:16 GMT 2024","2063","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Thu Nov 07 12:35:20 GMT 2024","Thu Nov 07 12:35:21 GMT 2024","732","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"passed","Thu Nov 07 12:35:10 GMT 2024","Thu Nov 07 12:35:11 GMT 2024","752","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
