"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","1","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","1","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","0","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","1","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","1","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"failed","Tue Nov 05 15:51:06 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","2800","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","0","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"skipped","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:08 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"passed","Tue Nov 05 15:51:08 GMT 2024","Tue Nov 05 15:51:09 GMT 2024","570","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
