"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"failed","Tue Nov 05 16:01:36 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","2665","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","1","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"passed","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:40 GMT 2024","721","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"skipped","Tue Nov 05 16:01:39 GMT 2024","Tue Nov 05 16:01:39 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
