"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","1","Command line suite","Command line test","APITest","APITest","Language_GET","Language_GET",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetRepositoryDetails_GET","GetRepositoryDetails_GET",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetFeedback_POST","GetFeedback_POST",""
"failed","Wed Nov 06 08:33:13 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","2434","Command line suite","Command line test","APITest","APITest","LoginUser_POST","LoginUser_POST",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","LanguageUpdate_PUT","LanguageUpdate_PUT",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","ChatWithPersona_POST","ChatWithPersona_POST",""
"passed","Wed Nov 06 08:33:16 GMT 2024","Wed Nov 06 08:33:16 GMT 2024","546","Command line suite","Command line test","APITest","APITest","ForgotPassword_POST","ForgotPassword_POST",""
"skipped","Wed Nov 06 08:33:16 GMT 2024","Wed Nov 06 08:33:16 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetVideoDuration_GET","GetVideoDuration_GET",""
"skipped","Wed Nov 06 08:33:16 GMT 2024","Wed Nov 06 08:33:16 GMT 2024","0","Command line suite","Command line test","APITest","APITest","UserLogout_POST","UserLogout_POST",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetLanguageList_GET","GetLanguageList_GET",""
"skipped","Wed Nov 06 08:33:15 GMT 2024","Wed Nov 06 08:33:15 GMT 2024","0","Command line suite","Command line test","APITest","APITest","GetPersonaDetails_GET","GetPersonaDetails_GET",""
